sale_id,sale_date,location,product_id,quantity,unit_price,discount,net_amount
S003615,2025-11-23,Dania Beach,P0026,1,24.77,2.0,22.77
S008061,2026-04-25,Dania Beach,P0253,1,12.31,0.0,12.31
S009671,2026-06-24,Lake Worth,P0127,1,26.3,0.0,26.3
S000150,2025-07-06,Dania Beach,P0258,1,20.03,0.0,20.03
S008907,2026-05-24,Dania Beach,P0038,1,16.31,0.0,16.31
S007700,2026-04-15,Dania Beach,P0045,1,31.47,0.0,31.47
S000910,2025-08-07,Oakland Park,P0299,1,6.83,0.0,6.83
S003356,2025-11-12,Oakland Park,P0030,1,9.83,2.0,7.83
S008579,2026-05-12,Lake Worth,P0079,1,38.19,0.0,38.19
S008482,2026-05-08,Oakland Park,P0229,2,15.22,0.0,30.44
S005373,2026-01-09,Oakland Park,P0231,1,16.4,0.0,16.4
S007444,2026-04-09,Oakland Park,P0060,1,16.29,0.0,16.29
S007214,2026-04-04,Dania Beach,P0095,1,15.25,0.0,15.25
S004851,2025-12-24,Oakland Park,P0298,1,10.79,0.0,10.79
S006635,2026-03-11,Lake Worth,P0180,3,14.34,0.0,43.02
S007733,2026-04-16,Oakland Park,P0204,1,30.89,0.0,30.89
S005507,2026-01-16,Dania Beach,P0225,1,30.83,2.0,28.83
S006018,2026-02-10,Dania Beach,P0099,1,32.17,0.0,32.17
S004810,2025-12-24,Lake Worth,P0196,2,23.33,0.0,46.66
S008188,2026-04-27,Lake Worth,P0180,1,14.34,0.0,14.34
S007420,2026-04-08,Oakland Park,P0222,1,25.03,0.0,25.03
S003227,2025-11-07,Dania Beach,P0158,1,15.94,0.0,15.94
S008541,2026-05-10,Oakland Park,P0298,1,10.79,0.0,10.79
S001260,2025-08-22,Dania Beach,P0258,1,20.03,2.0,18.03
S004805,2025-12-23,Oakland Park,P0224,1,28.47,0.0,28.47
S009394,2026-06-13,Dania Beach,P0086,1,19.54,0.0,19.54
S004942,2025-12-27,Oakland Park,P0069,1,21.4,0.0,21.4
S008417,2026-05-06,Oakland Park,P0181,1,38.54,0.0,38.54
S000902,2025-08-06,Dania Beach,P0130,1,19.21,0.0,19.21
S000577,2025-07-25,Dania Beach,P0073,1,20.85,0.0,20.85
S009581,2026-06-21,Dania Beach,P0022,3,7.3,0.0,21.9
S004566,2025-12-18,Dania Beach,P0258,1,20.03,0.0,20.03
S002134,2025-09-26,Lake Worth,P0151,1,22.36,0.0,22.36
S002175,2025-09-27,Lake Worth,P0221,1,26.83,0.0,26.83
S004352,2025-12-14,Dania Beach,P0135,1,18.06,2.0,16.06
S004489,2025-12-17,Dania Beach,P0062,3,34.29,0.0,102.87
S000957,2025-08-09,Oakland Park,P0196,1,23.33,0.0,23.33
S005574,2026-01-19,Oakland Park,P0210,1,17.31,2.0,15.31
S005504,2026-01-16,Lake Worth,P0162,1,9.66,0.0,9.66
S002369,2025-10-04,Oakland Park,P0122,1,15.39,0.0,15.39
S001518,2025-08-31,Oakland Park,P0196,1,23.33,0.0,23.33
S005940,2026-02-06,Oakland Park,P0045,1,31.47,5.0,26.47
S008663,2026-05-15,Dania Beach,P0265,1,19.55,0.0,19.55
S004726,2025-12-22,Dania Beach,P0112,1,9.26,5.0,4.26
S009215,2026-06-06,Dania Beach,P0151,1,22.36,0.0,22.36
S007479,2026-04-10,Lake Worth,P0259,2,34.69,5.0,59.38
S006976,2026-03-26,Oakland Park,P0298,1,10.79,5.0,5.79
S007551,2026-04-12,Lake Worth,P0181,1,38.54,0.0,38.54
S007482,2026-04-10,Dania Beach,P0173,1,28.8,0.0,28.8
S004388,2025-12-14,Dania Beach,P0224,1,28.47,0.0,28.47
S005657,2026-01-23,Lake Worth,P0255,1,34.26,0.0,34.26
S001117,2025-08-16,Oakland Park,P0188,1,14.19,0.0,14.19
S007650,2026-04-14,Dania Beach,P0068,1,18.85,0.0,18.85
S004911,2025-12-26,Dania Beach,P0176,1,38.34,0.0,38.34
S004067,2025-12-07,Dania Beach,P0022,1,7.3,0.0,7.3
S002533,2025-10-11,Dania Beach,P0185,2,20.14,2.0,36.28
S004459,2025-12-16,Oakland Park,P0258,1,20.03,0.0,20.03
S001471,2025-08-30,Lake Worth,P0196,1,23.33,0.0,23.33
S003797,2025-12-01,Dania Beach,P0147,1,40.67,0.0,40.67
S004182,2025-12-10,Lake Worth,P0099,1,32.17,5.0,27.17
S004483,2025-12-16,Dania Beach,P0025,1,37.2,0.0,37.2
S004071,2025-12-07,Dania Beach,P0145,1,18.52,0.0,18.52
S001208,2025-08-19,Oakland Park,P0127,1,26.3,0.0,26.3
S008921,2026-05-25,Oakland Park,P0020,1,24.25,2.0,22.25
S007977,2026-04-22,Dania Beach,P0259,1,34.69,0.0,34.69
S006465,2026-03-05,Lake Worth,P0250,2,26.07,0.0,52.14
S004606,2025-12-20,Oakland Park,P0022,1,7.3,0.0,7.3
S001991,2025-09-20,Lake Worth,P0151,3,22.36,0.0,67.08
S005624,2026-01-22,Dania Beach,P0055,1,18.49,0.0,18.49
S002432,2025-10-06,Dania Beach,P0176,1,38.34,0.0,38.34
S004803,2025-12-23,Oakland Park,P0181,1,38.54,0.0,38.54
S007755,2026-04-17,Oakland Park,P0042,1,16.07,0.0,16.07
S002339,2025-10-03,Dania Beach,P0146,1,36.76,0.0,36.76
S000826,2025-08-03,Dania Beach,P0028,1,22.61,0.0,22.61
S000989,2025-08-10,Oakland Park,P0132,2,38.62,2.0,73.24
S002809,2025-10-21,Dania Beach,P0013,1,19.04,0.0,19.04
S006533,2026-03-07,Oakland Park,P0197,1,24.23,2.0,22.23
S003293,2025-11-09,Oakland Park,P0250,3,26.07,0.0,78.21
S000663,2025-07-28,Oakland Park,P0181,1,38.54,5.0,33.54
S008025,2026-04-24,Oakland Park,P0040,1,30.27,0.0,30.27
S007969,2026-04-22,Dania Beach,P0232,1,35.97,0.0,35.97
S005189,2025-12-31,Dania Beach,P0028,1,22.61,0.0,22.61
S001930,2025-09-17,Dania Beach,P0196,1,23.33,0.0,23.33
S008684,2026-05-16,Oakland Park,P0120,1,23.21,0.0,23.21
S009186,2026-06-05,Dania Beach,P0258,1,20.03,5.0,15.03
S000254,2025-07-10,Lake Worth,P0258,2,20.03,0.0,40.06
S008387,2026-05-05,Oakland Park,P0258,1,20.03,0.0,20.03
S007428,2026-04-09,Oakland Park,P0081,2,12.2,0.0,24.4
S008768,2026-05-19,Oakland Park,P0066,1,15.19,0.0,15.19
S000017,2025-07-01,Oakland Park,P0166,1,26.78,0.0,26.78
S003015,2025-10-30,Lake Worth,P0269,1,19.37,0.0,19.37
S001603,2025-09-04,Dania Beach,P0107,1,35.69,0.0,35.69
S004671,2025-12-21,Oakland Park,P0198,3,5.19,0.0,15.57
S002023,2025-09-21,Oakland Park,P0138,1,18.5,2.0,16.5
S005742,2026-01-28,Lake Worth,P0015,1,10.97,2.0,8.97
S006395,2026-03-02,Oakland Park,P0212,1,31.11,0.0,31.11
S005858,2026-02-02,Dania Beach,P0141,1,18.03,0.0,18.03
S006490,2026-03-06,Lake Worth,P0245,1,30.57,0.0,30.57
S001671,2025-09-06,Dania Beach,P0092,1,34.43,0.0,34.43
S005159,2025-12-30,Lake Worth,P0120,1,23.21,0.0,23.21
S001724,2025-09-08,Dania Beach,P0250,1,26.07,0.0,26.07
S007675,2026-04-14,Dania Beach,P0141,1,18.03,0.0,18.03
S005236,2026-01-02,Oakland Park,P0081,1,12.2,0.0,12.2
S000478,2025-07-20,Dania Beach,P0107,1,35.69,0.0,35.69
S001307,2025-08-24,Oakland Park,P0233,1,22.74,0.0,22.74
S001495,2025-08-30,Dania Beach,P0173,2,28.8,0.0,57.6
S005936,2026-02-06,Oakland Park,P0095,1,15.25,0.0,15.25
S001376,2025-08-26,Oakland Park,P0262,1,32.15,0.0,32.15
S006854,2026-03-21,Dania Beach,P0279,1,5.18,0.0,5.18
S005034,2025-12-28,Dania Beach,P0229,1,15.22,0.0,15.22
S001704,2025-09-07,Dania Beach,P0249,1,24.88,0.0,24.88
S006961,2026-03-26,Oakland Park,P0120,1,23.21,0.0,23.21
S007447,2026-04-09,Lake Worth,P0112,1,9.26,0.0,9.26
S003354,2025-11-12,Oakland Park,P0012,2,14.93,0.0,29.86
S005410,2026-01-10,Oakland Park,P0160,1,15.14,2.0,13.14
S007559,2026-04-12,Lake Worth,P0145,1,18.52,0.0,18.52
S002845,2025-10-23,Dania Beach,P0170,1,12.29,0.0,12.29
S001142,2025-08-17,Dania Beach,P0093,1,10.98,0.0,10.98
S005662,2026-01-24,Lake Worth,P0068,1,18.85,0.0,18.85
S000301,2025-07-12,Lake Worth,P0244,1,7.54,0.0,7.54
S006731,2026-03-16,Lake Worth,P0249,1,24.88,0.0,24.88
S006376,2026-03-01,Dania Beach,P0132,2,38.62,2.0,73.24
S001887,2025-09-15,Dania Beach,P0240,1,29.77,0.0,29.77
S001103,2025-08-15,Oakland Park,P0041,1,11.22,0.0,11.22
S005403,2026-01-10,Dania Beach,P0154,1,15.49,0.0,15.49
S004177,2025-12-10,Oakland Park,P0231,2,16.4,0.0,32.8
S003244,2025-11-08,Dania Beach,P0125,2,30.0,0.0,60.0
S000555,2025-07-24,Dania Beach,P0113,2,15.71,0.0,31.42
S008406,2026-05-06,Dania Beach,P0229,1,15.22,0.0,15.22
S006508,2026-03-07,Lake Worth,P0259,1,34.69,0.0,34.69
S007644,2026-04-14,Oakland Park,P0041,1,11.22,0.0,11.22
S001301,2025-08-23,Oakland Park,P0126,1,18.39,0.0,18.39
S006647,2026-03-12,Dania Beach,P0222,1,25.03,2.0,23.03
S002083,2025-09-23,Dania Beach,P0120,1,23.21,0.0,23.21
S001863,2025-09-14,Oakland Park,P0122,1,15.39,2.0,13.39
S004037,2025-12-07,Lake Worth,P0138,1,18.5,0.0,18.5
S004533,2025-12-17,Lake Worth,P0112,1,9.26,0.0,9.26
S005261,2026-01-03,Oakland Park,P0278,1,27.49,5.0,22.49
S002904,2025-10-25,Dania Beach,P0129,1,7.89,0.0,7.89
S006307,2026-02-26,Oakland Park,P0145,1,18.52,0.0,18.52
S004377,2025-12-14,Oakland Park,P0033,1,13.41,0.0,13.41
S009328,2026-06-11,Oakland Park,P0172,2,16.93,0.0,33.86
S008186,2026-04-27,Oakland Park,P0169,1,28.05,0.0,28.05
S004913,2025-12-26,Lake Worth,P0112,1,9.26,0.0,9.26
S000505,2025-07-20,Oakland Park,P0142,1,14.84,0.0,14.84
S000939,2025-08-08,Oakland Park,P0010,1,26.25,0.0,26.25
S005242,2026-01-02,Oakland Park,P0069,1,21.4,0.0,21.4
S003658,2025-11-25,Oakland Park,P0095,1,15.25,0.0,15.25
S008283,2026-05-01,Oakland Park,P0285,1,24.04,0.0,24.04
S004080,2025-12-07,Dania Beach,P0032,2,10.89,0.0,21.78
S008077,2026-04-25,Lake Worth,P0250,1,26.07,0.0,26.07
S003462,2025-11-16,Oakland Park,P0143,1,33.65,0.0,33.65
S004631,2025-12-20,Oakland Park,P0211,1,28.43,0.0,28.43
S007349,2026-04-06,Dania Beach,P0296,1,10.05,0.0,10.05
S007843,2026-04-19,Lake Worth,P0225,1,30.83,5.0,25.83
S000933,2025-08-08,Oakland Park,P0079,2,38.19,0.0,76.38
S006540,2026-03-08,Dania Beach,P0158,1,15.94,0.0,15.94
S002298,2025-10-02,Oakland Park,P0166,1,26.78,0.0,26.78
S001640,2025-09-06,Lake Worth,P0040,1,30.27,0.0,30.27
S005302,2026-01-05,Oakland Park,P0027,2,16.28,0.0,32.56
S008420,2026-05-06,Dania Beach,P0157,1,8.43,0.0,8.43
S002968,2025-10-28,Dania Beach,P0113,1,15.71,0.0,15.71
S000337,2025-07-13,Oakland Park,P0258,1,20.03,0.0,20.03
S006631,2026-03-11,Dania Beach,P0036,1,4.54,0.0,4.54
S003888,2025-12-03,Oakland Park,P0258,1,20.03,0.0,20.03
S009044,2026-05-30,Dania Beach,P0258,1,20.03,0.0,20.03
S007779,2026-04-18,Dania Beach,P0024,1,12.01,0.0,12.01
S001532,2025-09-01,Oakland Park,P0283,2,41.77,0.0,83.54
S000266,2025-07-11,Oakland Park,P0036,1,4.54,0.0,4.54
S003925,2025-12-04,Dania Beach,P0250,1,26.07,2.0,24.07
S002557,2025-10-11,Oakland Park,P0052,2,20.69,0.0,41.38
S000723,2025-07-30,Oakland Park,P0192,2,9.96,2.0,15.92
S003880,2025-12-03,Lake Worth,P0068,1,18.85,0.0,18.85
S008996,2026-05-28,Oakland Park,P0236,1,32.91,0.0,32.91
S003221,2025-11-07,Oakland Park,P0057,1,31.85,0.0,31.85
S004905,2025-12-26,Lake Worth,P0229,1,15.22,2.0,13.22
S005190,2025-12-31,Oakland Park,P0217,1,17.82,2.0,15.82
S000475,2025-07-19,Oakland Park,P0258,1,20.03,0.0,20.03
S003475,2025-11-17,Dania Beach,P0050,1,16.14,0.0,16.14
S000715,2025-07-30,Dania Beach,P0212,1,31.11,5.0,26.11
S001846,2025-09-13,Dania Beach,P0100,1,34.67,0.0,34.67
S009792,2026-06-28,Dania Beach,P0082,1,11.34,0.0,11.34
S004410,2025-12-15,Lake Worth,P0146,1,36.76,0.0,36.76
S003654,2025-11-25,Dania Beach,P0232,1,35.97,0.0,35.97
S003169,2025-11-04,Lake Worth,P0084,1,8.22,0.0,8.22
S009189,2026-06-05,Lake Worth,P0266,1,28.75,0.0,28.75
S008470,2026-05-08,Oakland Park,P0081,1,12.2,0.0,12.2
S000819,2025-08-03,Oakland Park,P0255,1,34.26,0.0,34.26
S009733,2026-06-27,Dania Beach,P0099,1,32.17,0.0,32.17
S005023,2025-12-28,Dania Beach,P0033,1,13.41,0.0,13.41
S007166,2026-04-02,Oakland Park,P0034,2,17.39,0.0,34.78
S004700,2025-12-21,Dania Beach,P0258,1,20.03,0.0,20.03
S007449,2026-04-09,Dania Beach,P0258,1,20.03,0.0,20.03
S005611,2026-01-21,Dania Beach,P0206,1,25.28,0.0,25.28
S004476,2025-12-16,Oakland Park,P0293,1,17.47,0.0,17.47
S003306,2025-11-10,Oakland Park,P0141,1,18.03,0.0,18.03
S005561,2026-01-18,Dania Beach,P0173,3,28.8,0.0,86.4
S003431,2025-11-15,Lake Worth,P0061,1,13.54,0.0,13.54
S002930,2025-10-26,Lake Worth,P0132,1,38.62,0.0,38.62
S002850,2025-10-23,Oakland Park,P0250,1,26.07,0.0,26.07
S004906,2025-12-26,Oakland Park,P0250,1,26.07,0.0,26.07
S008735,2026-05-18,Oakland Park,P0093,1,10.98,0.0,10.98
S002644,2025-10-15,Oakland Park,P0029,1,44.82,5.0,39.82
S001093,2025-08-15,Dania Beach,P0152,1,10.83,0.0,10.83
S006306,2026-02-26,Oakland Park,P0253,1,12.31,0.0,12.31
S009029,2026-05-30,Oakland Park,P0181,1,38.54,0.0,38.54
S003444,2025-11-16,Lake Worth,P0028,1,22.61,0.0,22.61
S004417,2025-12-15,Lake Worth,P0219,1,19.95,0.0,19.95
S009063,2026-05-31,Lake Worth,P0048,1,43.54,0.0,43.54
S000328,2025-07-13,Oakland Park,P0250,1,26.07,0.0,26.07
S007062,2026-03-30,Dania Beach,P0028,1,22.61,0.0,22.61
S000947,2025-08-09,Lake Worth,P0138,1,18.5,0.0,18.5
S002542,2025-10-11,Oakland Park,P0248,1,14.4,0.0,14.4
S002259,2025-09-30,Oakland Park,P0295,1,27.7,0.0,27.7
S003857,2025-12-02,Dania Beach,P0253,1,12.31,0.0,12.31
S005371,2026-01-09,Oakland Park,P0028,1,22.61,0.0,22.61
S001529,2025-08-31,Dania Beach,P0098,1,12.85,0.0,12.85
S004116,2025-12-08,Lake Worth,P0292,1,10.79,5.0,5.79
S000438,2025-07-18,Dania Beach,P0255,1,34.26,0.0,34.26
S004138,2025-12-09,Dania Beach,P0028,1,22.61,0.0,22.61
S005935,2026-02-06,Dania Beach,P0123,1,32.28,0.0,32.28
S007471,2026-04-10,Dania Beach,P0250,1,26.07,0.0,26.07
S005960,2026-02-07,Dania Beach,P0272,1,18.29,0.0,18.29
S002982,2025-10-28,Lake Worth,P0258,1,20.03,0.0,20.03
S000174,2025-07-06,Dania Beach,P0137,1,34.89,0.0,34.89
S000498,2025-07-20,Dania Beach,P0205,1,34.1,0.0,34.1
S000722,2025-07-30,Dania Beach,P0019,1,19.0,0.0,19.0
S006612,2026-03-10,Dania Beach,P0120,1,23.21,0.0,23.21
S002574,2025-10-12,Oakland Park,P0211,1,28.43,0.0,28.43
S003703,2025-11-27,Oakland Park,P0152,1,10.83,0.0,10.83
S006621,2026-03-11,Oakland Park,P0137,1,34.89,0.0,34.89
S006817,2026-03-20,Dania Beach,P0258,1,20.03,0.0,20.03
S008527,2026-05-10,Oakland Park,P0049,1,17.75,2.0,15.75
S002895,2025-10-25,Dania Beach,P0012,1,14.93,0.0,14.93
S008037,2026-04-24,Dania Beach,P0165,1,17.48,0.0,17.48
S003968,2025-12-05,Oakland Park,P0099,1,32.17,0.0,32.17
S007689,2026-04-15,Lake Worth,P0100,1,34.67,0.0,34.67
S001601,2025-09-03,Dania Beach,P0077,1,38.06,0.0,38.06
S006551,2026-03-08,Dania Beach,P0025,1,37.2,0.0,37.2
S004200,2025-12-10,Dania Beach,P0258,3,20.03,0.0,60.09
S002947,2025-10-27,Dania Beach,P0118,1,26.15,2.0,24.15
S002184,2025-09-28,Lake Worth,P0232,1,35.97,0.0,35.97
S005694,2026-01-25,Dania Beach,P0275,1,12.12,0.0,12.12
S009120,2026-06-02,Dania Beach,P0258,1,20.03,0.0,20.03
S001618,2025-09-04,Dania Beach,P0104,2,23.8,0.0,47.6
S001566,2025-09-02,Lake Worth,P0181,1,38.54,0.0,38.54
S000890,2025-08-06,Oakland Park,P0207,1,8.62,0.0,8.62
S007101,2026-03-31,Dania Beach,P0148,2,17.71,0.0,35.42
S001828,2025-09-12,Oakland Park,P0087,1,10.56,0.0,10.56
S007868,2026-04-19,Lake Worth,P0060,1,16.29,0.0,16.29
S004548,2025-12-18,Lake Worth,P0282,1,14.8,2.0,12.8
S005550,2026-01-18,Dania Beach,P0285,1,24.04,0.0,24.04
S008280,2026-04-30,Dania Beach,P0253,1,12.31,0.0,12.31
S007182,2026-04-03,Oakland Park,P0011,1,31.32,0.0,31.32
S000356,2025-07-14,Lake Worth,P0099,1,32.17,5.0,27.17
S006204,2026-02-21,Dania Beach,P0123,1,32.28,0.0,32.28
S007494,2026-04-10,Lake Worth,P0171,1,15.79,5.0,10.79
S000161,2025-07-06,Dania Beach,P0042,1,16.07,0.0,16.07
S001862,2025-09-14,Dania Beach,P0104,1,23.8,0.0,23.8
S003091,2025-11-02,Oakland Park,P0229,1,15.22,0.0,15.22
S008936,2026-05-26,Oakland Park,P0036,1,4.54,0.0,4.54
S005361,2026-01-08,Lake Worth,P0050,1,16.14,0.0,16.14
S004017,2025-12-06,Oakland Park,P0189,1,8.68,2.0,6.68
S001264,2025-08-22,Dania Beach,P0228,1,12.36,0.0,12.36
S001895,2025-09-15,Dania Beach,P0258,1,20.03,0.0,20.03
S007789,2026-04-18,Oakland Park,P0229,1,15.22,0.0,15.22
S009450,2026-06-15,Dania Beach,P0113,1,15.71,0.0,15.71
S009219,2026-06-06,Oakland Park,P0022,1,7.3,0.0,7.3
S001651,2025-09-06,Oakland Park,P0258,1,20.03,0.0,20.03
S002306,2025-10-02,Lake Worth,P0138,1,18.5,0.0,18.5
S009113,2026-06-02,Lake Worth,P0115,1,35.88,0.0,35.88
S001839,2025-09-13,Dania Beach,P0120,1,23.21,0.0,23.21
S000589,2025-07-25,Dania Beach,P0147,1,40.67,0.0,40.67
S005368,2026-01-09,Oakland Park,P0060,1,16.29,0.0,16.29
S006723,2026-03-16,Dania Beach,P0284,2,19.93,2.0,35.86
S006094,2026-02-14,Dania Beach,P0250,1,26.07,0.0,26.07
S003103,2025-11-02,Lake Worth,P0258,1,20.03,0.0,20.03
S009801,2026-06-29,Oakland Park,P0138,1,18.5,2.0,16.5
S002879,2025-10-25,Dania Beach,P0086,2,19.54,0.0,39.08
S005127,2025-12-30,Lake Worth,P0065,2,22.31,0.0,44.62
S000704,2025-07-30,Lake Worth,P0188,2,14.19,0.0,28.38
S000330,2025-07-13,Lake Worth,P0157,1,8.43,0.0,8.43
S003466,2025-11-17,Oakland Park,P0281,1,17.35,0.0,17.35
S004747,2025-12-22,Dania Beach,P0034,1,17.39,2.0,15.39
S009617,2026-06-21,Oakland Park,P0028,1,22.61,0.0,22.61
S002650,2025-10-15,Dania Beach,P0055,1,18.49,0.0,18.49
S001274,2025-08-22,Dania Beach,P0107,1,35.69,0.0,35.69
S001901,2025-09-16,Oakland Park,P0229,1,15.22,0.0,15.22
S004627,2025-12-20,Oakland Park,P0289,1,47.01,0.0,47.01
S004478,2025-12-16,Dania Beach,P0135,1,18.06,0.0,18.06
S006127,2026-02-16,Oakland Park,P0256,1,20.62,0.0,20.62
S002558,2025-10-11,Lake Worth,P0198,1,5.19,2.0,3.19
S001747,2025-09-09,Oakland Park,P0233,1,22.74,2.0,20.74
S006681,2026-03-14,Dania Beach,P0171,1,15.79,0.0,15.79
S004166,2025-12-10,Oakland Park,P0099,1,32.17,2.0,30.17
S003489,2025-11-18,Dania Beach,P0198,1,5.19,0.0,5.19
S004725,2025-12-22,Dania Beach,P0149,2,20.51,0.0,41.02
S005546,2026-01-18,Lake Worth,P0152,1,10.83,0.0,10.83
S003758,2025-11-30,Dania Beach,P0178,1,35.29,0.0,35.29
S007882,2026-04-20,Dania Beach,P0188,2,14.19,0.0,28.38
S002747,2025-10-19,Lake Worth,P0258,1,20.03,0.0,20.03
S003164,2025-11-04,Oakland Park,P0141,1,18.03,0.0,18.03
S008060,2026-04-25,Oakland Park,P0294,1,30.88,0.0,30.88
S003154,2025-11-03,Dania Beach,P0181,1,38.54,0.0,38.54
S007195,2026-04-03,Lake Worth,P0138,1,18.5,0.0,18.5
S000376,2025-07-15,Oakland Park,P0280,1,15.83,0.0,15.83
S006041,2026-02-12,Dania Beach,P0040,1,30.27,0.0,30.27
S001974,2025-09-19,Oakland Park,P0259,1,34.69,0.0,34.69
S005417,2026-01-11,Lake Worth,P0209,1,38.73,5.0,33.73
S002698,2025-10-18,Dania Beach,P0062,1,34.29,0.0,34.29
S002762,2025-10-19,Dania Beach,P0131,1,10.61,0.0,10.61
S009173,2026-06-05,Oakland Park,P0229,2,15.22,2.0,26.44
S001472,2025-08-30,Oakland Park,P0250,1,26.07,0.0,26.07
S001625,2025-09-05,Dania Beach,P0265,1,19.55,5.0,14.55
S004003,2025-12-06,Oakland Park,P0250,1,26.07,0.0,26.07
S005483,2026-01-14,Dania Beach,P0298,1,10.79,0.0,10.79
S001918,2025-09-16,Oakland Park,P0241,1,10.09,2.0,8.09
S005646,2026-01-23,Dania Beach,P0034,1,17.39,0.0,17.39
S008990,2026-05-28,Oakland Park,P0294,1,30.88,0.0,30.88
S009682,2026-06-24,Oakland Park,P0023,1,36.9,0.0,36.9
S008923,2026-05-25,Oakland Park,P0089,1,38.61,0.0,38.61
S002285,2025-10-01,Dania Beach,P0258,1,20.03,2.0,18.03
S006990,2026-03-27,Dania Beach,P0020,1,24.25,0.0,24.25
S002473,2025-10-08,Lake Worth,P0106,1,14.38,5.0,9.38
S002368,2025-10-04,Dania Beach,P0229,1,15.22,0.0,15.22
S000060,2025-07-03,Oakland Park,P0250,1,26.07,0.0,26.07
S000652,2025-07-27,Dania Beach,P0258,1,20.03,0.0,20.03
S003064,2025-11-01,Lake Worth,P0007,1,18.87,0.0,18.87
S006684,2026-03-14,Dania Beach,P0258,1,20.03,5.0,15.03
S002901,2025-10-25,Oakland Park,P0116,1,38.74,0.0,38.74
S007130,2026-04-01,Dania Beach,P0145,1,18.52,0.0,18.52
S008389,2026-05-05,Dania Beach,P0258,3,20.03,0.0,60.09
S004441,2025-12-15,Dania Beach,P0232,1,35.97,0.0,35.97
S004268,2025-12-12,Dania Beach,P0175,1,10.78,0.0,10.78
S007045,2026-03-29,Dania Beach,P0284,1,19.93,0.0,19.93
S001210,2025-08-19,Dania Beach,P0213,1,4.58,0.0,4.58
S006236,2026-02-22,Dania Beach,P0028,3,22.61,0.0,67.83
S009239,2026-06-07,Dania Beach,P0120,1,23.21,0.0,23.21
S005081,2025-12-29,Dania Beach,P0234,1,39.24,2.0,37.24
S006759,2026-03-17,Dania Beach,P0138,1,18.5,2.0,16.5
S009004,2026-05-29,Dania Beach,P0028,1,22.61,2.0,20.61
S002081,2025-09-23,Dania Beach,P0283,2,41.77,0.0,83.54
S006940,2026-03-24,Oakland Park,P0277,1,12.14,0.0,12.14
S008880,2026-05-23,Dania Beach,P0253,1,12.31,0.0,12.31
S008491,2026-05-09,Lake Worth,P0154,1,15.49,0.0,15.49
S000214,2025-07-08,Oakland Park,P0033,1,13.41,0.0,13.41
S003686,2025-11-26,Oakland Park,P0181,1,38.54,5.0,33.54
S003156,2025-11-04,Oakland Park,P0109,3,19.26,0.0,57.78
S008513,2026-05-09,Dania Beach,P0258,1,20.03,0.0,20.03
S005780,2026-01-30,Lake Worth,P0190,1,31.63,0.0,31.63
S007233,2026-04-04,Oakland Park,P0100,1,34.67,0.0,34.67
S006581,2026-03-09,Lake Worth,P0034,1,17.39,5.0,12.39
S003854,2025-12-02,Dania Beach,P0258,1,20.03,0.0,20.03
S007400,2026-04-08,Oakland Park,P0068,1,18.85,0.0,18.85
S007422,2026-04-08,Oakland Park,P0058,1,6.59,0.0,6.59
S004839,2025-12-24,Oakland Park,P0060,1,16.29,0.0,16.29
S006019,2026-02-10,Dania Beach,P0028,1,22.61,0.0,22.61
S000881,2025-08-05,Oakland Park,P0241,1,10.09,0.0,10.09
S004511,2025-12-17,Lake Worth,P0181,1,38.54,0.0,38.54
S001626,2025-09-05,Lake Worth,P0271,1,13.23,0.0,13.23
S007380,2026-04-07,Dania Beach,P0140,2,17.16,0.0,34.32
S001522,2025-08-31,Dania Beach,P0037,1,16.2,0.0,16.2
S004883,2025-12-25,Lake Worth,P0004,1,33.33,0.0,33.33
S000403,2025-07-17,Lake Worth,P0182,1,25.07,0.0,25.07
S005838,2026-02-01,Oakland Park,P0250,1,26.07,0.0,26.07
S001820,2025-09-12,Oakland Park,P0283,1,41.77,0.0,41.77
S007509,2026-04-11,Oakland Park,P0196,2,23.33,0.0,46.66
S007146,2026-04-02,Oakland Park,P0229,1,15.22,0.0,15.22
S006387,2026-03-01,Dania Beach,P0161,1,43.05,0.0,43.05
S000179,2025-07-06,Oakland Park,P0028,2,22.61,0.0,45.22
S003136,2025-11-03,Lake Worth,P0202,3,27.95,0.0,83.85
S009035,2026-05-30,Oakland Park,P0285,1,24.04,0.0,24.04
S001914,2025-09-16,Oakland Park,P0236,1,32.91,5.0,27.91
S006419,2026-03-03,Dania Beach,P0222,1,25.03,0.0,25.03
S005686,2026-01-24,Dania Beach,P0028,3,22.61,0.0,67.83
S001496,2025-08-30,Lake Worth,P0173,1,28.8,0.0,28.8
S006880,2026-03-22,Oakland Park,P0294,1,30.88,0.0,30.88
S000343,2025-07-14,Dania Beach,P0041,1,11.22,0.0,11.22
S006012,2026-02-10,Oakland Park,P0198,1,5.19,0.0,5.19
S009832,2026-06-30,Oakland Park,P0128,3,25.5,0.0,76.5
S003295,2025-11-09,Dania Beach,P0248,1,14.4,0.0,14.4
S008134,2026-04-26,Oakland Park,P0024,1,12.01,0.0,12.01
S006716,2026-03-15,Oakland Park,P0250,1,26.07,0.0,26.07
S003032,2025-10-30,Dania Beach,P0120,3,23.21,0.0,69.63
S004267,2025-12-12,Oakland Park,P0006,1,18.74,0.0,18.74
S004840,2025-12-24,Oakland Park,P0245,1,30.57,0.0,30.57
S007028,2026-03-29,Dania Beach,P0258,1,20.03,0.0,20.03
