snapshot_date,location,product_id,quantity_on_hand,days_in_stock,reorder_level
2025-10-31,Oakland Park,P0191,0,12,3
2026-03-31,Lake Worth,P0276,0,70,3
2026-05-31,Dania Beach,P0091,13,19,2
2026-06-30,Oakland Park,P0266,4,197,3
2025-07-31,Oakland Park,P0230,0,46,2
2026-01-31,Lake Worth,P0286,5,33,2
2026-04-30,Dania Beach,P0011,2,5,2
2026-03-31,Dania Beach,P0291,0,38,2
2026-01-31,Dania Beach,P0044,0,52,2
2025-12-31,Dania Beach,P0176,3,10,2
2026-06-30,Lake Worth,P0221,5,65,3
2025-10-31,Dania Beach,P0193,3,28,2
2026-04-30,Dania Beach,P0163,1,25,2
2025-10-31,Lake Worth,P0069,20,17,2
2026-01-31,Oakland Park,P0093,2,119,1
2025-11-30,Oakland Park,P0235,0,41,2
2026-06-30,Lake Worth,P0273,0,62,1
2025-12-31,Lake Worth,P0249,4,12,3
2025-08-31,Dania Beach,P0157,13,237,3
2026-01-31,Dania Beach,P0286,7,24,3
2026-03-31,Oakland Park,P0040,3,67,1
2025-10-31,Oakland Park,P0216,0,38,2
2026-03-31,Oakland Park,P0142,4,71,2
2026-04-30,Lake Worth,P0242,2,18,2
2026-04-30,Oakland Park,P0296,1,123,3
2025-07-31,Oakland Park,P0047,2,182,3
2026-04-30,Oakland Park,P0196,14,46,2
2026-02-28,Lake Worth,P0123,22,11,2
2026-04-30,Dania Beach,P0138,28,75,1
2025-08-31,Oakland Park,P0285,0,35,3
2026-03-31,Lake Worth,P0190,4,17,1
2025-12-31,Dania Beach,P0134,9,51,1
2026-06-30,Lake Worth,P0110,2,59,1
2025-11-30,Lake Worth,P0055,5,47,3
2025-08-31,Lake Worth,P0089,0,33,2
2026-03-31,Oakland Park,P0038,0,13,2
2026-05-31,Lake Worth,P0225,20,62,2
2025-09-30,Oakland Park,P0174,5,62,1
2026-01-31,Dania Beach,P0166,0,52,2
2025-10-31,Oakland Park,P0131,0,45,2
2025-07-31,Lake Worth,P0056,2,39,2
2025-12-31,Dania Beach,P0180,4,49,3
2026-03-31,Lake Worth,P0173,6,61,1
2026-05-31,Dania Beach,P0266,4,101,1
2025-12-31,Lake Worth,P0105,3,39,3
2025-09-30,Dania Beach,P0091,12,67,2
2026-01-31,Dania Beach,P0184,2,20,2
2026-02-28,Dania Beach,P0066,2,22,2
2025-09-30,Oakland Park,P0201,1,39,3
2026-02-28,Dania Beach,P0095,9,12,2
2026-04-30,Lake Worth,P0220,1,48,2
2025-07-31,Lake Worth,P0182,0,66,3
2025-08-31,Oakland Park,P0050,13,313,1
2025-11-30,Dania Beach,P0009,4,110,3
2025-07-31,Lake Worth,P0200,1,254,2
2025-08-31,Lake Worth,P0289,3,30,2
2025-09-30,Oakland Park,P0027,6,73,2
2026-01-31,Lake Worth,P0001,0,35,3
2025-10-31,Lake Worth,P0122,11,247,2
2025-08-31,Oakland Park,P0056,5,24,2
2025-11-30,Oakland Park,P0169,1,50,3
2026-05-31,Oakland Park,P0046,0,72,2
2025-11-30,Lake Worth,P0206,1,73,2
2025-10-31,Lake Worth,P0057,2,60,3
2025-11-30,Lake Worth,P0296,1,12,1
2026-01-31,Dania Beach,P0027,5,33,3
2025-09-30,Dania Beach,P0094,2,34,2
2025-07-31,Oakland Park,P0168,1,62,2
2026-06-30,Lake Worth,P0289,2,13,3
2026-03-31,Oakland Park,P0020,9,61,3
2025-11-30,Lake Worth,P0247,3,46,3
2026-06-30,Lake Worth,P0157,15,70,2
2025-09-30,Lake Worth,P0137,6,164,2
2025-08-31,Dania Beach,P0288,10,12,2
2026-04-30,Lake Worth,P0149,2,294,2
2026-04-30,Lake Worth,P0165,3,49,2
2025-11-30,Oakland Park,P0102,7,59,2
2025-10-31,Dania Beach,P0255,3,71,2
2025-09-30,Dania Beach,P0038,0,41,3
2026-05-31,Dania Beach,P0254,0,8,2
2026-04-30,Oakland Park,P0188,7,80,3
2025-12-31,Dania Beach,P0170,0,0,2
2025-08-31,Oakland Park,P0250,44,111,2
2025-11-30,Lake Worth,P0101,0,51,2
2026-05-31,Lake Worth,P0011,2,38,2
2025-12-31,Oakland Park,P0049,2,52,2
2025-10-31,Oakland Park,P0026,0,26,2
2025-08-31,Dania Beach,P0292,2,5,3
2026-02-28,Dania Beach,P0009,2,48,3
2025-09-30,Dania Beach,P0290,0,63,2
2026-03-31,Lake Worth,P0221,1,54,1
2026-03-31,Dania Beach,P0207,2,59,3
2026-05-31,Lake Worth,P0025,3,21,1
2026-06-30,Dania Beach,P0016,4,65,2
2026-05-31,Lake Worth,P0089,0,67,2
2025-12-31,Dania Beach,P0191,1,128,3
2026-04-30,Oakland Park,P0218,0,13,2
2025-07-31,Lake Worth,P0154,1,27,3
2025-11-30,Dania Beach,P0300,5,23,3
2026-04-30,Lake Worth,P0132,6,65,2
2025-08-31,Lake Worth,P0229,68,39,2
2025-10-31,Dania Beach,P0181,30,19,1
2025-10-31,Oakland Park,P0161,5,18,2
2026-06-30,Oakland Park,P0291,0,16,2
2026-03-31,Dania Beach,P0188,0,0,2
2025-11-30,Oakland Park,P0127,4,70,3
2026-05-31,Lake Worth,P0223,2,31,1
2026-03-31,Dania Beach,P0199,2,66,2
2025-08-31,Lake Worth,P0250,49,8,2
2026-05-31,Lake Worth,P0195,4,47,1
2026-02-28,Lake Worth,P0273,1,29,2
2026-05-31,Lake Worth,P0180,4,270,3
2026-04-30,Oakland Park,P0131,5,68,2
2025-07-31,Oakland Park,P0220,0,6,2
2025-11-30,Dania Beach,P0070,2,7,2
2026-06-30,Dania Beach,P0263,0,0,2
2025-07-31,Dania Beach,P0108,3,39,2
2025-11-30,Oakland Park,P0252,0,29,2
2025-12-31,Oakland Park,P0184,6,49,1
2025-08-31,Lake Worth,P0123,23,17,2
2026-03-31,Dania Beach,P0142,1,39,2
2026-01-31,Dania Beach,P0254,3,52,1
2025-11-30,Lake Worth,P0147,7,66,3
2025-11-30,Oakland Park,P0057,2,32,1
2026-02-28,Lake Worth,P0230,3,11,2
2026-04-30,Lake Worth,P0237,3,47,2
2026-05-31,Lake Worth,P0265,7,50,2
2025-10-31,Lake Worth,P0244,5,5,2
2025-07-31,Lake Worth,P0152,5,63,2
2026-01-31,Lake Worth,P0072,5,67,2
2025-12-31,Oakland Park,P0037,7,23,3
2026-02-28,Lake Worth,P0006,11,273,2
2025-07-31,Oakland Park,P0292,0,21,3
2026-03-31,Dania Beach,P0296,0,56,2
2025-11-30,Lake Worth,P0151,2,59,3
2026-03-31,Dania Beach,P0211,4,216,1
2026-05-31,Lake Worth,P0199,0,68,2
2026-06-30,Lake Worth,P0034,5,37,2
2026-02-28,Lake Worth,P0028,67,59,1
2025-10-31,Dania Beach,P0256,0,46,2
2025-08-31,Dania Beach,P0153,3,73,1
2026-01-31,Dania Beach,P0150,5,70,3
2025-07-31,Oakland Park,P0110,0,74,1
2025-11-30,Dania Beach,P0045,20,52,1
2026-03-31,Dania Beach,P0267,5,36,1
2026-02-28,Oakland Park,P0294,10,22,1
2025-11-30,Oakland Park,P0240,4,48,2
2025-07-31,Oakland Park,P0208,0,21,1
2025-10-31,Oakland Park,P0031,2,151,1
2025-10-31,Dania Beach,P0205,0,0,1
2025-07-31,Oakland Park,P0115,12,264,2
2025-12-31,Oakland Park,P0021,2,5,2
2026-02-28,Lake Worth,P0194,3,283,2
2026-02-28,Dania Beach,P0068,16,128,3
2026-03-31,Dania Beach,P0192,7,305,2
2025-07-31,Oakland Park,P0076,3,26,3
2026-02-28,Lake Worth,P0093,3,56,2
2026-02-28,Oakland Park,P0049,0,24,2
2026-06-30,Lake Worth,P0131,1,47,3
2026-06-30,Oakland Park,P0084,0,69,2
2026-06-30,Lake Worth,P0185,3,20,1
2025-07-31,Oakland Park,P0287,0,67,2
2026-04-30,Dania Beach,P0074,2,30,3
2025-09-30,Dania Beach,P0191,1,53,3
2026-05-31,Dania Beach,P0090,6,26,3
2026-06-30,Oakland Park,P0151,11,71,2
2026-05-31,Lake Worth,P0096,0,5,1
2026-06-30,Oakland Park,P0258,158,6,1
2026-05-31,Dania Beach,P0286,7,209,1
2026-01-31,Dania Beach,P0004,10,19,2
2026-06-30,Oakland Park,P0072,2,16,2
2025-07-31,Lake Worth,P0285,3,8,1
2026-04-30,Dania Beach,P0003,2,135,2
2026-01-31,Oakland Park,P0022,9,68,3
2025-11-30,Oakland Park,P0013,2,10,2
2025-10-31,Oakland Park,P0297,2,45,2
2026-03-31,Dania Beach,P0277,1,18,3
2025-08-31,Lake Worth,P0075,3,190,2
2025-07-31,Dania Beach,P0275,2,14,1
2025-11-30,Oakland Park,P0184,2,19,1
2026-05-31,Oakland Park,P0025,0,47,3
2025-07-31,Oakland Park,P0042,20,65,1
2025-08-31,Oakland Park,P0162,3,58,2
2026-02-28,Lake Worth,P0162,6,52,2
2026-05-31,Dania Beach,P0052,2,20,2
2025-12-31,Dania Beach,P0238,2,17,2
2025-11-30,Dania Beach,P0048,2,10,3
2026-03-31,Oakland Park,P0195,5,46,2
2026-03-31,Oakland Park,P0249,5,17,3
2026-02-28,Dania Beach,P0285,4,44,3
2026-01-31,Lake Worth,P0038,0,44,2
2025-07-31,Lake Worth,P0198,4,72,2
2026-06-30,Oakland Park,P0056,1,64,3
2025-10-31,Lake Worth,P0287,4,239,2
2025-07-31,Dania Beach,P0217,2,152,1
2025-10-31,Dania Beach,P0238,4,202,1
2026-04-30,Oakland Park,P0300,1,25,1
2026-02-28,Oakland Park,P0202,2,308,3
2025-11-30,Oakland Park,P0227,5,19,3
2026-01-31,Oakland Park,P0017,3,10,3
2026-02-28,Lake Worth,P0065,2,25,3
2026-05-31,Lake Worth,P0133,4,43,1
2026-03-31,Lake Worth,P0168,3,27,2
2026-04-30,Dania Beach,P0161,7,60,1
2026-03-31,Oakland Park,P0158,2,65,3
2026-03-31,Lake Worth,P0092,3,35,1
2025-10-31,Dania Beach,P0051,2,21,2
2025-10-31,Oakland Park,P0251,7,59,2
2026-02-28,Dania Beach,P0233,14,6,3
2025-10-31,Oakland Park,P0041,9,161,3
2025-08-31,Lake Worth,P0079,12,122,2
2026-05-31,Lake Worth,P0149,1,64,2
2026-02-28,Oakland Park,P0079,7,258,2
2026-03-31,Lake Worth,P0135,4,59,2
2025-09-30,Oakland Park,P0221,0,13,1
2025-08-31,Lake Worth,P0119,1,20,1
2025-11-30,Dania Beach,P0289,0,29,1
2025-10-31,Oakland Park,P0104,8,28,2
2026-04-30,Dania Beach,P0285,1,60,2
2025-10-31,Dania Beach,P0121,6,35,2
2026-02-28,Oakland Park,P0204,3,56,2
2025-09-30,Dania Beach,P0235,0,6,1
2026-05-31,Dania Beach,P0105,3,73,1
2025-07-31,Lake Worth,P0054,3,11,3
2025-07-31,Oakland Park,P0295,2,296,3
2025-11-30,Dania Beach,P0252,0,10,2
2025-07-31,Oakland Park,P0227,7,63,3
2026-06-30,Lake Worth,P0209,14,313,1
2026-06-30,Lake Worth,P0262,0,19,3
2025-09-30,Oakland Park,P0260,0,67,3
2026-04-30,Oakland Park,P0081,3,254,3
2026-04-30,Lake Worth,P0138,27,209,2
2025-08-31,Oakland Park,P0171,7,157,1
2026-04-30,Oakland Park,P0139,2,52,2
2026-02-28,Oakland Park,P0150,4,40,2
2026-02-28,Dania Beach,P0218,0,36,2
2025-07-31,Dania Beach,P0034,4,44,2
2026-05-31,Dania Beach,P0168,2,12,2
2025-07-31,Oakland Park,P0203,0,66,2
2026-02-28,Dania Beach,P0267,2,121,2
2025-12-31,Oakland Park,P0187,5,47,2
2025-10-31,Oakland Park,P0242,4,17,3
2026-02-28,Oakland Park,P0264,12,119,2
2026-03-31,Oakland Park,P0223,1,61,2
2025-08-31,Dania Beach,P0113,8,275,2
2025-11-30,Lake Worth,P0272,4,39,2
2026-03-31,Lake Worth,P0012,2,53,1
2025-07-31,Dania Beach,P0093,6,33,2
2026-02-28,Lake Worth,P0034,7,72,1
2025-11-30,Lake Worth,P0067,0,66,1
2025-12-31,Lake Worth,P0208,2,13,1
2026-02-28,Dania Beach,P0237,1,31,2
2026-05-31,Lake Worth,P0006,6,96,3
2026-01-31,Dania Beach,P0030,3,258,1
2026-02-28,Oakland Park,P0223,1,32,2
2026-06-30,Lake Worth,P0215,3,21,2
2026-01-31,Oakland Park,P0176,1,31,2
2026-03-31,Lake Worth,P0292,0,67,3
2026-05-31,Dania Beach,P0164,2,62,2
2025-12-31,Lake Worth,P0162,3,19,2
2026-03-31,Oakland Park,P0002,0,69,2
2025-09-30,Oakland Park,P0147,8,11,2
2025-07-31,Lake Worth,P0018,4,92,3
2026-04-30,Oakland Park,P0011,0,43,1
2026-03-31,Dania Beach,P0106,0,18,2
2026-06-30,Oakland Park,P0112,21,201,3
2026-01-31,Dania Beach,P0239,5,311,3
2025-12-31,Oakland Park,P0175,2,5,3
2026-03-31,Dania Beach,P0112,17,131,2
2025-10-31,Dania Beach,P0241,1,58,1
2026-01-31,Dania Beach,P0214,1,68,2
2026-04-30,Lake Worth,P0210,4,146,3
2025-12-31,Oakland Park,P0174,0,37,2
2025-07-31,Dania Beach,P0243,1,74,3
2026-03-31,Dania Beach,P0084,3,43,1
2025-08-31,Lake Worth,P0025,4,188,2
2026-06-30,Dania Beach,P0090,6,26,3
2025-10-31,Lake Worth,P0279,6,72,1
2026-04-30,Lake Worth,P0051,3,73,2
2025-07-31,Dania Beach,P0215,3,43,1
2025-08-31,Dania Beach,P0005,1,40,3
2025-08-31,Dania Beach,P0254,0,15,3
2025-11-30,Dania Beach,P0188,0,0,2
2025-07-31,Lake Worth,P0102,6,29,2
2025-08-31,Lake Worth,P0197,0,33,3
2026-05-31,Oakland Park,P0122,13,124,2
2025-09-30,Dania Beach,P0028,61,255,2
2025-07-31,Oakland Park,P0068,7,13,3
2026-04-30,Lake Worth,P0065,3,34,2
2026-05-31,Lake Worth,P0169,3,49,2
2025-09-30,Lake Worth,P0088,3,59,1
2026-06-30,Lake Worth,P0071,9,56,1
2025-12-31,Dania Beach,P0126,5,44,2
2026-04-30,Lake Worth,P0214,3,7,1
2025-07-31,Lake Worth,P0170,6,60,3
2025-11-30,Oakland Park,P0085,3,14,3
2026-01-31,Lake Worth,P0292,1,74,2
2026-02-28,Oakland Park,P0231,6,59,1
2026-03-31,Oakland Park,P0218,0,49,1
2025-11-30,Oakland Park,P0147,2,316,3
2025-09-30,Lake Worth,P0027,2,73,3
2025-11-30,Lake Worth,P0124,5,19,2
2026-03-31,Lake Worth,P0063,4,37,2
2026-01-31,Lake Worth,P0192,3,22,2
2025-07-31,Lake Worth,P0250,44,44,3
2026-03-31,Oakland Park,P0083,0,68,2
2025-11-30,Oakland Park,P0166,3,8,2
2025-08-31,Dania Beach,P0213,1,73,1
2025-07-31,Dania Beach,P0085,4,213,1
2025-09-30,Dania Beach,P0052,4,68,2
2026-02-28,Oakland Park,P0104,9,15,1
2025-09-30,Dania Beach,P0185,1,74,3
2026-04-30,Lake Worth,P0062,0,29,3
2026-06-30,Dania Beach,P0185,0,52,2
2025-08-31,Dania Beach,P0117,0,10,2
2025-07-31,Lake Worth,P0033,8,58,2
2026-01-31,Dania Beach,P0135,2,7,1
2025-10-31,Lake Worth,P0056,3,35,1
2025-10-31,Oakland Park,P0016,2,26,1
2025-12-31,Lake Worth,P0233,13,56,2
2025-11-30,Dania Beach,P0096,0,74,2
2026-03-31,Dania Beach,P0298,15,47,2
2026-02-28,Oakland Park,P0027,5,35,2
2025-08-31,Lake Worth,P0068,11,259,1
2026-06-30,Oakland Park,P0188,14,147,1
2026-05-31,Oakland Park,P0246,3,68,3
2025-07-31,Oakland Park,P0193,2,18,3
2025-07-31,Lake Worth,P0100,16,284,1
2026-04-30,Lake Worth,P0093,8,69,2
2025-08-31,Oakland Park,P0168,2,165,2
2025-11-30,Dania Beach,P0284,0,0,1
2025-09-30,Oakland Park,P0225,14,21,3
2025-12-31,Oakland Park,P0198,8,171,2
2026-06-30,Dania Beach,P0121,7,20,1
2026-06-30,Oakland Park,P0180,0,16,2
2026-05-31,Dania Beach,P0259,4,69,2
2025-08-31,Oakland Park,P0143,1,14,3
2025-07-31,Dania Beach,P0054,5,70,2
2025-07-31,Lake Worth,P0086,0,51,1
2025-08-31,Lake Worth,P0083,3,24,2
2025-10-31,Dania Beach,P0203,3,10,3
2026-05-31,Dania Beach,P0060,8,53,1
2026-02-28,Oakland Park,P0209,14,58,1
2025-10-31,Dania Beach,P0158,1,108,1
2026-01-31,Lake Worth,P0116,10,24,2
2026-04-30,Dania Beach,P0231,9,231,2
2026-03-31,Dania Beach,P0063,4,70,2
2025-11-30,Lake Worth,P0065,4,21,2
2025-09-30,Lake Worth,P0235,0,71,2
2025-10-31,Dania Beach,P0142,0,18,2
2026-04-30,Dania Beach,P0049,0,54,1
2026-06-30,Oakland Park,P0254,0,15,3
2026-05-31,Oakland Park,P0072,5,72,1
2025-11-30,Oakland Park,P0099,25,9,2
2025-10-31,Dania Beach,P0014,0,9,1
2025-12-31,Dania Beach,P0063,9,74,2
2026-02-28,Lake Worth,P0149,1,103,2
2026-01-31,Lake Worth,P0271,1,21,1
2026-01-31,Oakland Park,P0148,1,30,2
2025-10-31,Dania Beach,P0261,3,34,3
2025-07-31,Dania Beach,P0221,0,40,1
2026-02-28,Dania Beach,P0034,5,35,2
2026-04-30,Oakland Park,P0229,64,59,2
2026-01-31,Oakland Park,P0090,5,48,3
2025-11-30,Lake Worth,P0203,1,47,3
2025-07-31,Lake Worth,P0065,1,67,2
2025-10-31,Lake Worth,P0079,8,190,3
2026-05-31,Dania Beach,P0004,11,6,1
2025-08-31,Dania Beach,P0015,0,57,2
2025-09-30,Dania Beach,P0268,5,43,1
2025-08-31,Dania Beach,P0150,6,23,2
2025-10-31,Oakland Park,P0225,17,47,2
2025-08-31,Dania Beach,P0120,30,16,2
2025-11-30,Dania Beach,P0297,6,48,1
2026-05-31,Dania Beach,P0136,2,56,2
2026-02-28,Oakland Park,P0167,0,62,2
2026-01-31,Oakland Park,P0245,7,56,1
2026-05-31,Dania Beach,P0194,0,36,1
2026-01-31,Lake Worth,P0124,3,28,3
2026-04-30,Dania Beach,P0142,0,35,2
2026-01-31,Lake Worth,P0218,2,28,3
2025-12-31,Oakland Park,P0212,2,29,2
2026-05-31,Lake Worth,P0061,4,57,2
2025-09-30,Oakland Park,P0026,1,45,2
2026-03-31,Dania Beach,P0161,4,198,2
2025-09-30,Oakland Park,P0118,0,27,1
2026-05-31,Dania Beach,P0225,14,66,2
2025-09-30,Lake Worth,P0019,1,72,1
2026-03-31,Dania Beach,P0282,3,57,2
2025-08-31,Oakland Park,P0199,1,14,2
2026-06-30,Dania Beach,P0195,3,36,2
2026-05-31,Oakland Park,P0035,6,149,2
2026-05-31,Oakland Park,P0148,1,42,2
2025-07-31,Dania Beach,P0073,0,0,3
2025-09-30,Oakland Park,P0204,0,74,3
2025-12-31,Lake Worth,P0166,2,49,2
2026-05-31,Lake Worth,P0110,3,70,3
2026-05-31,Oakland Park,P0232,15,9,3
2026-05-31,Oakland Park,P0020,7,303,2
2026-01-31,Lake Worth,P0125,7,274,1
2026-06-30,Dania Beach,P0020,4,229,2
2026-06-30,Lake Worth,P0284,6,16,1
2025-07-31,Dania Beach,P0237,0,21,2
2025-11-30,Dania Beach,P0092,3,69,3
2026-05-31,Dania Beach,P0173,7,34,3
2025-07-31,Lake Worth,P0197,1,43,2
2025-10-31,Oakland Park,P0090,7,153,2
2026-02-28,Dania Beach,P0250,45,65,2
2026-02-28,Lake Worth,P0057,5,129,1
2026-01-31,Lake Worth,P0086,1,41,2
2025-09-30,Dania Beach,P0272,3,13,1
2025-12-31,Oakland Park,P0293,3,107,2
2026-05-31,Lake Worth,P0067,4,72,2
2026-05-31,Lake Worth,P0253,14,6,3
2025-11-30,Dania Beach,P0027,7,59,2
2026-03-31,Dania Beach,P0264,0,0,2
2026-03-31,Lake Worth,P0034,4,59,3
2025-09-30,Dania Beach,P0096,4,255,2
2025-09-30,Dania Beach,P0212,0,33,3
2026-06-30,Dania Beach,P0208,3,38,2
2026-05-31,Dania Beach,P0132,5,226,1
2025-10-31,Oakland Park,P0121,5,23,3
2026-02-28,Dania Beach,P0216,0,15,2
2025-11-30,Dania Beach,P0057,3,24,2
2025-11-30,Lake Worth,P0195,4,14,2
2026-05-31,Oakland Park,P0084,6,45,1
2026-02-28,Oakland Park,P0063,8,71,3
2026-02-28,Dania Beach,P0054,3,7,2
2025-10-31,Dania Beach,P0287,0,51,1
2026-04-30,Dania Beach,P0127,3,311,2
2026-02-28,Lake Worth,P0148,1,203,2
2026-05-31,Lake Worth,P0229,68,36,3
2025-07-31,Dania Beach,P0230,0,8,3
2026-02-28,Lake Worth,P0004,7,24,1
2025-10-31,Oakland Park,P0265,7,58,1
2026-02-28,Lake Worth,P0096,1,28,2
2025-07-31,Dania Beach,P0050,15,48,1
2026-01-31,Oakland Park,P0084,3,43,1
2026-03-31,Oakland Park,P0085,1,33,3
2025-07-31,Dania Beach,P0074,2,6,2
2026-06-30,Dania Beach,P0039,6,119,2
2025-08-31,Oakland Park,P0261,3,31,1
2025-07-31,Dania Beach,P0092,3,248,1
2026-04-30,Dania Beach,P0026,1,5,2
2025-11-30,Dania Beach,P0287,0,43,1
2025-12-31,Dania Beach,P0078,5,64,1
2026-02-28,Oakland Park,P0070,2,292,1
2025-10-31,Lake Worth,P0282,3,54,2
2025-09-30,Oakland Park,P0183,3,61,2
2026-03-31,Lake Worth,P0062,5,41,2
2025-12-31,Lake Worth,P0202,5,292,2
2026-06-30,Lake Worth,P0122,6,49,2
2025-09-30,Oakland Park,P0251,6,45,2
2025-09-30,Lake Worth,P0186,5,75,3
2025-10-31,Oakland Park,P0072,2,47,2
2026-01-31,Oakland Park,P0012,2,136,1
2026-04-30,Dania Beach,P0187,0,17,3
2026-05-31,Dania Beach,P0076,4,247,3
2025-10-31,Dania Beach,P0161,4,20,2
2025-07-31,Oakland Park,P0107,11,291,2
2025-07-31,Dania Beach,P0002,0,19,1
2026-05-31,Lake Worth,P0145,13,13,3
2026-04-30,Lake Worth,P0197,2,27,3
2025-09-30,Lake Worth,P0264,13,46,3
2026-05-31,Dania Beach,P0006,10,28,2
2026-05-31,Lake Worth,P0158,6,45,3
2026-06-30,Oakland Park,P0233,15,40,3
2025-10-31,Lake Worth,P0045,24,48,2
2026-01-31,Lake Worth,P0235,0,60,2
2025-11-30,Dania Beach,P0169,3,73,1
2026-03-31,Oakland Park,P0246,2,64,1
2026-01-31,Oakland Park,P0237,5,71,2
2025-08-31,Lake Worth,P0255,1,36,2
2026-06-30,Oakland Park,P0257,0,27,3
2025-09-30,Oakland Park,P0065,3,73,1
2025-09-30,Dania Beach,P0120,30,44,2
2025-10-31,Lake Worth,P0225,14,22,2
2026-03-31,Dania Beach,P0297,5,130,3
2025-11-30,Dania Beach,P0167,0,49,1
2025-07-31,Lake Worth,P0016,4,63,2
2026-04-30,Dania Beach,P0288,6,42,3
2026-05-31,Oakland Park,P0243,2,123,3
2025-07-31,Dania Beach,P0028,65,51,2
2026-02-28,Dania Beach,P0154,0,0,3
2025-10-31,Dania Beach,P0069,19,59,2
2025-09-30,Dania Beach,P0055,0,35,3
2026-03-31,Oakland Park,P0234,7,67,1
2026-06-30,Dania Beach,P0175,5,26,1
2025-08-31,Oakland Park,P0111,2,138,1
2025-11-30,Lake Worth,P0229,64,73,2
2026-05-31,Lake Worth,P0020,2,28,3
2025-12-31,Lake Worth,P0039,5,60,2
2025-11-30,Lake Worth,P0142,0,66,1
2026-02-28,Dania Beach,P0057,6,38,2
2026-06-30,Lake Worth,P0161,7,19,2
2025-11-30,Oakland Park,P0153,2,5,3
2025-10-31,Lake Worth,P0189,4,71,1
2026-02-28,Dania Beach,P0029,6,33,1
2026-03-31,Dania Beach,P0118,4,72,1
2025-09-30,Dania Beach,P0230,2,172,2
2025-11-30,Lake Worth,P0054,2,72,3
2025-11-30,Oakland Park,P0280,0,52,2
2025-08-31,Oakland Park,P0088,1,233,3
2026-02-28,Lake Worth,P0257,3,74,3
2025-08-31,Oakland Park,P0177,2,39,2
2025-08-31,Dania Beach,P0209,16,50,1
2026-05-31,Lake Worth,P0204,2,6,2
2026-04-30,Lake Worth,P0276,0,60,2
2026-02-28,Dania Beach,P0225,16,21,2
2025-10-31,Oakland Park,P0182,4,20,3
2025-09-30,Dania Beach,P0175,6,58,2
2025-12-31,Oakland Park,P0262,0,34,2
2026-01-31,Oakland Park,P0166,0,42,3
2025-12-31,Oakland Park,P0118,4,25,2
2026-06-30,Dania Beach,P0042,19,25,3
2026-04-30,Oakland Park,P0156,14,198,3
2025-12-31,Dania Beach,P0061,1,275,3
2026-04-30,Oakland Park,P0254,1,58,3
2025-11-30,Dania Beach,P0050,12,49,2
2025-12-31,Oakland Park,P0197,2,34,3
2026-03-31,Oakland Park,P0057,3,6,2
2025-08-31,Dania Beach,P0078,3,45,3
2026-06-30,Oakland Park,P0228,3,16,3
2026-01-31,Lake Worth,P0280,0,50,1
2025-12-31,Dania Beach,P0004,10,73,2
2026-06-30,Oakland Park,P0107,9,115,3
2026-04-30,Oakland Park,P0136,2,73,2
2025-07-31,Dania Beach,P0290,4,91,1
2025-12-31,Dania Beach,P0161,7,48,1
2026-05-31,Lake Worth,P0132,8,17,2
2025-11-30,Oakland Park,P0271,9,89,1
2026-06-30,Oakland Park,P0256,3,39,2
2026-04-30,Dania Beach,P0295,0,13,2
2025-08-31,Lake Worth,P0240,7,234,2
2026-03-31,Dania Beach,P0253,18,47,1
2025-08-31,Oakland Park,P0283,11,41,3
2025-09-30,Dania Beach,P0082,2,173,3
2026-06-30,Oakland Park,P0073,11,133,3
2025-11-30,Dania Beach,P0229,64,223,2
2025-07-31,Lake Worth,P0156,5,38,2
2025-10-31,Lake Worth,P0255,3,64,2
2026-05-31,Oakland Park,P0028,64,34,3
2026-05-31,Oakland Park,P0220,3,22,1
2026-03-31,Lake Worth,P0183,0,31,2
2025-09-30,Lake Worth,P0163,1,20,2
2025-08-31,Dania Beach,P0077,9,51,2
2025-12-31,Oakland Park,P0117,2,15,3
2026-03-31,Oakland Park,P0231,6,28,3
2026-01-31,Dania Beach,P0097,1,54,2
2026-02-28,Lake Worth,P0090,7,47,2
2025-10-31,Dania Beach,P0062,2,105,3
2026-04-30,Oakland Park,P0090,2,44,2
2026-03-31,Oakland Park,P0188,14,108,1
2025-07-31,Oakland Park,P0053,3,290,3
2025-08-31,Dania Beach,P0073,0,0,2
2026-05-31,Dania Beach,P0005,3,307,1
2025-08-31,Oakland Park,P0294,7,286,1
2026-06-30,Lake Worth,P0052,0,49,2
2026-01-31,Lake Worth,P0070,0,48,2
2025-11-30,Oakland Park,P0078,2,43,2
2026-04-30,Dania Beach,P0289,2,259,2
2026-04-30,Lake Worth,P0072,2,42,3
2026-04-30,Oakland Park,P0225,15,60,1
2025-12-31,Oakland Park,P0075,5,50,1
2025-10-31,Dania Beach,P0192,3,48,1
2025-07-31,Dania Beach,P0195,2,46,2
2026-02-28,Oakland Park,P0114,2,39,1
2026-05-31,Oakland Park,P0216,3,63,1
2025-11-30,Dania Beach,P0160,4,40,2
2025-12-31,Dania Beach,P0182,4,23,3
2026-01-31,Oakland Park,P0003,2,267,1
2025-11-30,Dania Beach,P0091,12,26,3
2026-06-30,Dania Beach,P0199,1,19,3
2026-03-31,Oakland Park,P0067,14,209,2
2026-04-30,Lake Worth,P0111,5,57,2
2025-08-31,Lake Worth,P0096,4,38,3
2025-07-31,Dania Beach,P0185,4,53,2
2025-10-31,Lake Worth,P0062,3,52,2
2026-03-31,Dania Beach,P0067,0,0,2
2026-03-31,Dania Beach,P0057,6,8,3
2025-11-30,Oakland Park,P0063,6,61,1
