sale_id,sale_date,location,product_id,quantity,unit_price,discount
S002005,2025-09-20,Dania Beach,P0005,1,12.32,0.0
S007205,2026-04-04,Oakland Park,P0250,1,26.07,2.0
S003651,2025-11-25,Lake Worth,P0100,1,$34.67,0.0
S009699,2026-06-25,Dania Beach,P0258,1,20.03,0.0
S006308,2026-02-26,Lake Worth,P0258,1,20.03,5.0
S003906,2025-12-04,Oakland Park,P0250,1,26.07,0.0
S002612,2025-10-14,Oakland Park,P0099,1,32.17,0.0
S000857,2025-08-04,Oakland Park,P0066,1,15.19,
S009781,6/28/2026,Dania Beach,P0258,1,20.03,0.0
S001542,9/1/2025,Lake Worth,P0249,1,24.88,0.0
S005793,2026-01-31,Dania Beach,P0058,1,6.59,0.0
S000565,2025-07-24,dania beach,P0294,3,30.88,
S004075,2025-12-07,Oakland Park,P0229,1,15.22,0.0
S002440,2025-10-06,Oakland Park,P0025,1,37.2,0.0
S001399,2025-08-27,Lake Worth,P0222,1,25.03,
S000444,2025-07-19,Dania Beach,P0145,1,18.52,0.0
S007902,4/20/2026,Oakland Park,P0248,1,14.4,0.0
S000917,2025-08-07,Dania Beach,P0228,1,12.36,0.0
S006941,2026-03-24,Dania Beach,P0060,1,16.29,0.0
S001611,2025-09-04,Dania Beach,P0085,3,28.45,2.0
S000282,2025-07-11,lake worth,P0087,1,10.56,2.0
S008384,2026-05-05,Dania Beach,P0264,1,39.66,0.0
S003569,2025-11-22,lake worth,P0130,1,$19.21,0.0
S008652,2026-05-15,Dania Beach,P0054,1,38.06,0.0
S005412,2026-01-11,Dania Beach,P0028,1,22.61,0.0
S003045,2025-10-31,Dania Beach,P0004,1,33.33,0.0
S000248,2025-07-10,Oakland Park,P0045,1,31.47,2.0
S006879,2026-03-22,Oakland Park,P0152,1,10.83,0.0
S001181,2025-08-18,Dania Beach,P0138,1,18.5,5.0
S003019,2025-10-30,Lake Worth,P0231,1,16.4,0.0
S001025,2025-08-12,Oakland Park,P0225,3,30.83,2.0
S006579,2026-03-09,Oakland Park,P0300,1,15.39,0.0
S002182,2025-09-27,Oakland Park,P0040,1,30.27,0.0
S009344,2026-06-12,Dania Beach,P0041,1,11.22,0.0
S003329,2025-11-11,Oakland Park,P0083,1,9.28,0.0
S002196,2025-09-28,Dania Beach,P0213,1,4.58,0.0
S008550,2026-05-11,Dania Beach,P0245,1,30.57,0.0
S003498,2025-11-18,Dania Beach,P0125,1,30.0,0.0
S004264,2025-12-12,Dania Beach,P0258,1,20.03,0.0
S001483,2025-08-30,Lake Worth,P0248,1,14.4,0.0
S008471,2026-05-08,Oakland Park,P0258,1,20.03,5.0
S005617,1/21/2026,Dania Beach,P0138,1,18.5,2.0
S009319,2026-06-10,Dania Beach,P0233,1,22.74,0.0
S001485,8/30/2025,Dania Beach,P0028,1,22.61,0.0
S000743,2025-07-31,Oakland Park,P0255,1,34.26,0.0
S004036,2025-12-07,Dania Beach,P0138,1,18.5,0.0
S002164,2025-09-27,Oakland Park,P0134,1,13.77,0.0
S000414,2025-07-17,Lake Worth,P0178,2,35.29,0.0
S000389,2025-07-16,Dania Beach,P0138,1,18.5,0.0
S009591,2026-06-21,Oakland Park,P0168,2,9.03,0.0
S004239,2025-12-11,Oakland Park,P0132,1,38.62,0.0
S006907,2026-03-23,Dania Beach,P0122,1,15.39,0.0
S006433,2026-03-03,Lake Worth,P0247,1,11.6,0.0
S002199,2025-09-28,Dania Beach,P0269,1,19.37,0.0
S004759,12/23/2025,Lake Worth,P0286,1,17.06,
S002253,2025-09-30,Dania Beach,P0120,2,23.21,0.0
S000104,2025-07-05,Dania Beach,P0102,1,16.27,0.0
S000249,2025-07-10,Oakland Park,P0068,1,18.85,0.0
S000198,2025-07-07,Dania Beach,P0279,1,5.18,0.0
S006008,2026-02-10,Lake Worth,P0265,3,19.55,0.0
S007797,2026-04-18,Dania Beach,P0258,1,20.03,0.0
S003965,2025-12-05,Lake Worth,P0092,1,34.43,0.0
S002598,10/13/2025,Dania Beach,P0045,1,31.47,0.0
S003673,2025-11-26,Dania Beach,P0104,1,23.8,0.0
S002449,2025-10-07,Dania Beach,P0138,1,$18.5,0.0
S006633,2026-03-11,Dania Beach,P0149,1,20.51,0.0
S006354,2026-02-28,Dania Beach,P0258,1,20.03,0.0
S000645,2025-07-27,Oakland Park,P0112,1,9.26,0.0
S001326,2025-08-24,Oakland Park,P0259,1,34.69,0.0
S007970,2026-04-22,Oakland Park,P0141,1,18.03,5.0
S009177,2026-06-05,DANIA BEACH,P0258,1,20.03,5.0
S001129,2025-08-16,Dania Beach,P0188,1,14.19,0.0
S001911,9/16/2025,Dania Beach,P0003,2,11.11,0.0
S005637,2026-01-22,Oakland Park,P0202,1,$27.95,0.0
S003678,2025-11-26,Dania Beach,P0153,1,24.73,0.0
S007491,2026-04-10,Oakland Park,P0258,1,20.03,0.0
S009179,2026-06-05,Dania Beach,P0111,1,9.29,0.0
S001920,2025-09-16,Lake Worth,P0169,2,28.05,2.0
S004565,2025-12-18,Oakland Park,P0121,1,26.48,0.0
S009060,2026-05-31,Oakland Park,P0141,1,18.03,0.0
S006469,2026-03-05,Lake Worth,P0220,1,18.24,5.0
S000900,2025-08-06,Oakland Park,P0250,1,26.07,0.0
S001872,2025-09-14,Dania Beach,P0042,1,16.07,0.0
S001537,2025-09-01,Lake Worth,P0255,1,34.26,0.0
S000480,2025-07-20,Dania Beach,P0105,1,41.09,0.0
S008068,2026-04-25,Dania Beach,P0258,3,20.03,
S005536,2026-01-17,Lake Worth,P0012,3,14.93,0.0
S008238,4/29/2026,Oakland Park,P0222,1,$25.03,2.0
S002635,10/14/2025,dania beach,P0122,1,15.39,0.0
S005539,2026-01-17,Dania Beach,P0258,1,20.03,0.0
S008797,2026-05-20,Dania Beach,P0236,1,32.91,0.0
S006749,2026-03-17,Dania Beach,P0012,1,$14.93,0.0
S005693,2026-01-25,Oakland Park,P0123,2,32.28,2.0
S002978,2025-10-28,Dania Beach,P0098,1,12.85,5.0
S002379,2025-10-04,Lake Worth,P0098,1,12.85,2.0
S000781,2025-08-02,lake worth,P0156,1,33.24,0.0
S002364,2025-10-04,Dania Beach,P0258,1,20.03,0.0
S009337,2026-06-11,Lake Worth,P0074,1,23.62,0.0
S003983,2025-12-05,Lake Worth,P0225,2,30.83,2.0
S003429,2025-11-15,Dania Beach,P0022,1,7.3,0.0
S000699,7/30/2025,Dania Beach,P0233,1,22.74,0.0
S007433,2026-04-09,Lake Worth,P0099,1,32.17,0.0
S007896,2026-04-20,Oakland Park,P0069,1,21.4,0.0
S007786,2026-04-18,OAKLAND PARK,P0286,1,17.06,0.0
S000840,2025-08-04,Oakland Park,P0053,1,11.0,
S005349,2026-01-08,Dania Beach,P0028,1,22.61,0.0
S003542,2025-11-20,Oakland Park,P0286,1,17.06,5.0
S004957,2025-12-27,Dania Beach,P0114,1,22.91,0.0
S002494,2025-10-09,Oakland Park,P0035,1,25.13,0.0
S008289,5/1/2026,dania beach,P0188,1,14.19,0.0
S004755,2025-12-22,Lake Worth,P0190,2,$31.63,2.0
S005627,2026-01-22,LAKE WORTH,P0188,1,14.19,0.0
S004829,2025-12-24,Dania Beach,P0232,2,35.97,2.0
S008448,2026-05-07,Lake Worth,P0182,1,25.07,2.0
S003865,2025-12-02,Dania Beach,P0253,1,12.31,0.0
S004718,2025-12-22,Dania Beach,P0258,1,20.03,0.0
S000158,2025-07-06,Dania Beach,P0069,1,21.4,0.0
S008235,4/29/2026,Dania Beach,P0250,1,26.07,0.0
S005464,2026-01-13,DANIA BEACH,P0090,1,39.67,0.0
S009549,2026-06-20,oakland park,P0264,1,39.66,0.0
S006025,2026-02-11,oakland park,P0181,1,38.54,2.0
S002595,2025-10-13,Dania Beach,P0028,1,22.61,5.0
S008240,4/29/2026,Dania Beach,P0116,2,38.74,0.0
S000594,2025-07-26,Dania Beach,P0028,1,22.61,0.0
S002008,9/21/2025,Dania Beach,P0178,1,35.29,2.0
S004654,2025-12-20,Dania Beach,P0188,1,14.19,0.0
S003844,2025-12-02,lake worth,P0079,1,38.19,0.0
S004162,2025-12-10,Dania Beach,P0258,1,$20.03,0.0
S008881,2026-05-23,Dania Beach,P0123,1,32.28,0.0
S004045,2025-12-07,Oakland Park,P0258,1,20.03,0.0
S002133,2025-09-25,Oakland Park,P0156,1,33.24,0.0
S006011,2/10/2026,Oakland Park,P0250,1,26.07,0.0
S008643,2026-05-15,Dania Beach,P0129,1,7.89,0.0
S006357,2026-02-28,Oakland Park,P0135,3,18.06,0.0
S000683,2025-07-29,Oakland Park,P0099,1,32.17,0.0
S003950,2025-12-05,Dania Beach,P0215,1,5.21,0.0
S000903,2025-08-06,Dania Beach,P0091,1,10.86,
S006824,2026-03-20,Dania Beach,P0118,2,26.15,0.0
S008246,2026-04-29,Oakland Park,P0258,1,20.03,0.0
S001209,2025-08-19,Oakland Park,P0259,1,34.69,
S001652,2025-09-06,oakland park,P0181,1,38.54,2.0
S008036,2026-04-24,Dania Beach,P0167,3,11.11,0.0
S003593,2025-11-23,Lake Worth,P0084,1,8.22,0.0
S000866,2025-08-05,Lake Worth,P0100,1,34.67,0.0
S003487,2025-11-18,Oakland Park,P0120,1,23.21,0.0
S003422,11/15/2025,Dania Beach,P0243,1,14.68,0.0
S001653,2025-09-06,Dania Beach,P0233,2,22.74,0.0
S004766,12/23/2025,Dania Beach,P0113,2,15.71,0.0
S003039,2025-10-31,Dania Beach,P0181,1,38.54,0.0
S008985,2026-05-28,Dania Beach,P0219,3,19.95,0.0
S008274,2026-04-30,Dania Beach,P0041,1,11.22,0.0
S005762,2026-01-29,Lake Worth,P0116,1,38.74,0.0
S005432,2026-01-11,Lake Worth,P0143,1,33.65,2.0
S002572,2025-10-12,DANIA BEACH,P0212,1,31.11,0.0
S006591,2026-03-10,Oakland Park,P0028,2,22.61,0.0
S005142,2025-12-30,Lake Worth,P0069,2,21.4,
S005885,2026-02-03,DANIA BEACH,P0145,1,18.52,2.0
S001459,2025-08-29,Lake Worth,P0008,1,23.36,0.0
S005519,2026-01-17,Dania Beach,P0013,1,19.04,0.0
S004319,2025-12-13,Lake Worth,P0258,1,20.03,0.0
S009463,2026-06-16,Dania Beach,P0138,1,18.5,0.0
S008281,2026-04-30,Oakland Park,P0069,1,21.4,0.0
S003909,2025-12-04,Lake Worth,P0234,1,39.24,0.0
S001386,2025-08-26,Dania Beach,P0050,1,16.14,0.0
S003837,2025-12-02,Lake Worth,P0041,1,11.22,0.0
S000532,2025-07-22,OAKLAND PARK,P0258,1,20.03,0.0
S003814,2025-12-01,Dania Beach,P0024,1,12.01,0.0
S002670,2025-10-17,Oakland Park,P0229,1,15.22,0.0
S005764,2026-01-30,Dania Beach,P0054,1,38.06,0.0
S004641,12/20/2025,Oakland Park,P0225,2,30.83,0.0
S009462,2026-06-16,Oakland Park,P0181,1,38.54,0.0
S000300,2025-07-12,Dania Beach,P0145,1,18.52,0.0
S008889,2026-05-23,Dania Beach,P0016,2,9.61,0.0
S003412,11/15/2025,Oakland Park,P0025,1,37.2,0.0
S007659,4/14/2026,Dania Beach,P0112,1,9.26,0.0
S003624,2025-11-23,Lake Worth,P0281,1,17.35,2.0
S004432,2025-12-15,Dania Beach,P0251,2,16.69,5.0
S007416,2026-04-08,Lake Worth,P0138,1,18.5,5.0
S003729,2025-11-28,Dania Beach,P0079,1,38.19,5.0
S006194,2026-02-20,Lake Worth,P0231,1,16.4,0.0
S003856,12/2/2025,Dania Beach,P0264,1,39.66,0.0
S006277,2026-02-25,Lake Worth,P0128,1,25.5,0.0
S006422,2026-03-03,Dania Beach,P0258,1,20.03,0.0
S006795,3/19/2026,Oakland Park,P0075,1,16.43,
S007229,2026-04-04,Lake Worth,P0055,1,18.49,0.0
S003239,11/8/2025,Dania Beach,P0150,1,8.12,0.0
S007039,2026-03-29,Dania Beach,P0125,1,30.0,0.0
S000396,2025-07-16,Dania Beach,P0225,2,30.83,0.0
S007621,2026-04-13,Oakland Park,P0112,1,9.26,0.0
S003710,2025-11-27,Dania Beach,P0028,2,22.61,2.0
S007989,4/23/2026,Dania Beach,P0134,1,13.77,0.0
S006844,2026-03-20,Dania Beach,P0039,1,18.68,0.0
S000334,2025-07-13,Oakland Park,P0026,1,24.77,0.0
S006170,2026-02-19,oakland park,P0096,1,17.3,0.0
S007832,2026-04-18,Oakland Park,P0170,1,12.29,0.0
S008883,2026-05-23,Oakland Park,P0214,1,40.55,0.0
S003092,2025-11-02,Oakland Park,P0209,1,38.73,0.0
S008728,2026-05-18,Oakland Park,P0141,1,18.03,0.0
S006141,2026-02-17,Oakland Park,P0250,1,26.07,0.0
S000415,2025-07-17,Oakland Park,P0063,1,32.31,0.0
S006923,2026-03-24,Oakland Park,P0138,1,18.5,0.0
S004872,2025-12-25,Dania Beach,P0104,1,$23.8,0.0
S001275,2025-08-23,Lake Worth,P0250,1,26.07,0.0
S004279,2025-12-12,Dania Beach,P0113,1,15.71,0.0
S004626,2025-12-20,Dania Beach,P0258,1,20.03,0.0
S008493,2026-05-09,Dania Beach,P0050,1,16.14,0.0
S002956,2025-10-27,Oakland Park,P0258,3,20.03,5.0
S000757,2025-08-01,OAKLAND PARK,P0147,1,40.67,2.0
S004616,2025-12-20,Lake Worth,P0117,1,13.24,0.0
S001079,2025-08-14,Oakland Park,P0029,1,44.82,0.0
S009601,2026-06-21,Oakland Park,P0258,1,20.03,0.0
S005125,2025-12-30,Oakland Park,P0188,1,14.19,0.0
S001396,2025-08-27,Oakland Park,P0258,1,20.03,0.0
S008148,2026-04-26,Dania Beach,P0218,2,12.89,0.0
S005924,2026-02-06,Dania Beach,P0229,1,15.22,0.0
S003303,2025-11-10,Lake Worth,P0141,1,18.03,
S007412,2026-04-08,Lake Worth,P0283,1,41.77,0.0
S009097,6/1/2026,Lake Worth,P0028,1,22.61,
S001988,2025-09-20,Dania Beach,P0069,1,$21.4,0.0
S008636,2026-05-14,Dania Beach,P0258,1,20.03,0.0
S000098,2025-07-04,Oakland Park,P0125,1,30.0,0.0
S008222,2026-04-28,Lake Worth,P0006,1,18.74,2.0
S000048,2025-07-02,Oakland Park,P0085,1,28.45,0.0
S000411,2025-07-17,Dania Beach,P0050,1,16.14,2.0
S004345,2025-12-14,Dania Beach,P0050,1,16.14,2.0
S000463,2025-07-19,Dania Beach,P0151,1,22.36,0.0
S008492,2026-05-09,Dania Beach,P0209,1,38.73,0.0
S009431,2026-06-14,Dania Beach,P0284,2,19.93,0.0
S009679,2026-06-24,LAKE WORTH,P0112,1,9.26,5.0
S005395,2026-01-10,Dania Beach,P0255,1,34.26,0.0
S001743,2025-09-09,Oakland Park,P0092,3,$34.43,0.0
S000128,7/5/2025,Oakland Park,P0284,1,19.93,0.0
S007545,2026-04-12,Lake Worth,P0099,1,32.17,0.0
S009294,2026-06-09,Dania Beach,P0150,3,8.12,0.0
S001442,2025-08-28,Dania Beach,P0147,1,40.67,0.0
S000292,2025-07-12,Oakland Park,P0049,1,17.75,2.0
S002144,9/26/2025,Lake Worth,P0141,1,18.03,0.0
S006089,2/14/2026,Dania Beach,P0120,2,23.21,0.0
S002235,2025-09-29,Dania Beach,P0123,1,32.28,0.0
S000373,2025-07-15,Oakland Park,P0049,1,17.75,0.0
S000499,2025-07-20,DANIA BEACH,P0045,1,31.47,0.0
S005110,12/29/2025,Oakland Park,P0107,1,35.69,0.0
S005828,2026-02-01,DANIA BEACH,P0290,1,44.36,0.0
S006117,2/15/2026,Lake Worth,P0275,1,12.12,0.0
S005387,2026-01-09,Oakland Park,P0157,1,8.43,0.0
S004462,12/16/2025,Dania Beach,P0112,1,9.26,0.0
S002941,2025-10-26,Dania Beach,P0251,1,16.69,2.0
S002509,2025-10-09,Dania Beach,P0258,1,20.03,0.0
S000037,2025-07-02,Dania Beach,P0116,1,38.74,0.0
S004056,2025-12-07,Lake Worth,P0229,1,15.22,0.0
S001534,2025-09-01,Dania Beach,P0123,1,32.28,0.0
S000990,2025-08-10,Oakland Park,P0229,1,15.22,0.0
S001642,2025-09-06,Oakland Park,P0229,1,15.22,0.0
S008327,2026-05-02,Dania Beach,P0258,1,20.03,0.0
S007578,2026-04-12,Oakland Park,P0113,1,15.71,0.0
S008095,2026-04-25,Oakland Park,P0288,1,39.45,0.0
S002700,2025-10-18,Oakland Park,P0120,1,23.21,0.0
S001450,2025-08-29,Oakland Park,P0028,1,22.61,2.0
S002028,2025-09-21,Oakland Park,P0289,3,47.01,0.0
S001009,2025-08-11,Dania Beach,P0177,1,14.51,0.0
S008438,2026-05-07,Dania Beach,P0172,1,16.93,0.0
S002522,2025-10-10,Dania Beach,P0187,1,8.33,0.0
S004053,2025-12-07,Dania Beach,P0100,1,34.67,0.0
S000299,2025-07-12,Dania Beach,P0232,1,35.97,0.0
S001506,2025-08-31,Oakland Park,P0020,1,24.25,0.0
S003131,2025-11-03,Dania Beach,P0068,1,18.85,0.0
S007925,2026-04-21,Lake Worth,P0244,1,7.54,0.0
S007891,2026-04-20,Dania Beach,P0250,1,26.07,0.0
S002996,2025-10-29,lake worth,P0050,1,$16.14,2.0
S004379,2025-12-14,Lake Worth,P0059,1,$27.7,2.0
S003849,2025-12-02,Dania Beach,P0188,1,14.19,2.0
S008525,2026-05-10,Oakland Park,P0298,1,10.79,2.0
S002821,2025-10-22,Lake Worth,P0123,1,32.28,0.0
S009548,2026-06-19,Dania Beach,P0161,1,43.05,0.0
S006918,2026-03-23,LAKE WORTH,P0120,1,23.21,5.0
S003846,2025-12-02,Dania Beach,P0233,1,22.74,0.0
S000928,8/8/2025,Oakland Park,P0097,1,11.18,0.0
S003365,2025-11-13,Dania Beach,P0238,1,9.91,0.0
S001171,2025-08-18,Lake Worth,P0059,1,27.7,0.0
S007864,2026-04-19,Oakland Park,P0255,1,34.26,0.0
S009468,2026-06-16,Oakland Park,P0258,1,20.03,0.0
S007605,2026-04-13,Oakland Park,P0130,1,19.21,0.0
S002496,2025-10-09,Oakland Park,P0231,1,16.4,0.0
S000329,2025-07-13,Dania Beach,P0033,1,13.41,0.0
S001944,2025-09-18,Dania Beach,P0258,1,20.03,0.0
S003515,2025-11-19,dania beach,P0233,1,$22.74,
S009517,2026-06-18,Lake Worth,P0050,1,16.14,0.0
S006232,2026-02-22,Dania Beach,P0091,1,10.86,0.0
S005217,2026-01-01,Dania Beach,P0057,1,31.85,0.0
S008536,2026-05-10,OAKLAND PARK,P0152,1,$10.83,0.0
S009320,2026-06-10,Oakland Park,P0043,1,11.96,5.0
S006110,2026-02-15,Dania Beach,P0092,1,34.43,0.0
S009505,6/18/2026,Oakland Park,P0020,1,24.25,0.0
S007226,2026-04-04,Dania Beach,P0155,3,33.74,0.0
S005998,2026-02-09,Oakland Park,P0099,1,32.17,0.0
S001809,2025-09-12,Lake Worth,P0258,1,20.03,0.0
S003443,2025-11-16,Lake Worth,P0028,1,22.61,0.0
S003864,2025-12-02,Oakland Park,P0273,1,11.49,0.0
S007993,2026-04-23,Dania Beach,P0107,3,35.69,5.0
S005966,2026-02-08,oakland park,P0028,1,22.61,0.0
S002033,2025-09-21,Dania Beach,P0042,2,16.07,0.0
S008270,2026-04-30,Dania Beach,P0288,1,39.45,0.0
S000176,2025-07-06,Dania Beach,P0178,1,$35.29,0.0
S003988,2025-12-06,Dania Beach,P0258,1,20.03,0.0
S001035,2025-08-12,Oakland Park,P0278,1,27.49,0.0
S001812,2025-09-12,Lake Worth,P0236,1,32.91,
S002132,2025-09-25,Dania Beach,P0188,1,14.19,2.0
S005002,2025-12-27,Oakland Park,P0212,1,31.11,0.0
S003514,2025-11-19,Lake Worth,P0121,1,26.48,0.0
S007866,2026-04-19,Oakland Park,P0136,1,34.18,0.0
S007100,2026-03-31,Dania Beach,P0138,3,18.5,0.0
S000012,2025-07-01,Lake Worth,P0285,3,24.04,0.0
S008072,2026-04-25,Oakland Park,P0150,1,8.12,0.0
S000108,7/5/2025,Lake Worth,P0161,1,43.05,0.0
S001857,2025-09-14,Oakland Park,P0209,1,38.73,0.0
S005710,2026-01-26,DANIA BEACH,P0042,1,$16.07,0.0
S005229,2026-01-01,Dania Beach,P0232,1,35.97,0.0
S000488,2025-07-20,Dania Beach,P0042,1,16.07,0.0
S003318,2025-11-11,lake worth,P0228,1,12.36,2.0
S006781,2026-03-18,Dania Beach,P0023,1,36.9,0.0
S001166,2025-08-17,OAKLAND PARK,P0282,1,14.8,0.0
S005691,2026-01-24,Dania Beach,P0181,1,38.54,0.0
S008164,4/27/2026,Oakland Park,P0219,1,19.95,0.0
S004980,2025-12-27,Dania Beach,P0156,1,33.24,0.0
S008648,2026-05-15,Lake Worth,P0233,1,22.74,0.0
S004758,2025-12-22,Dania Beach,P0288,1,39.45,0.0
S005528,2026-01-17,Dania Beach,P0253,1,12.31,0.0
S001296,8/23/2025,Dania Beach,P0028,2,22.61,0.0
S008973,2026-05-27,Dania Beach,P0138,1,18.5,0.0
S003457,2025-11-16,Dania Beach,P0261,2,13.52,0.0
S000859,2025-08-04,Oakland Park,P0229,1,15.22,0.0
S000587,2025-07-25,Oakland Park,P0123,1,32.28,0.0
S006568,2026-03-09,Dania Beach,P0207,1,$8.62,0.0
S005672,1/24/2026,Dania Beach,P0258,1,20.03,0.0
S006077,2026-02-14,Oakland Park,P0229,1,15.22,0.0
S008296,2026-05-01,Dania Beach,P0092,1,34.43,0.0
S001499,2025-08-30,Dania Beach,P0229,1,15.22,0.0
S003448,2025-11-16,Oakland Park,P0120,1,23.21,2.0
S007884,2026-04-20,Dania Beach,P0281,1,17.35,0.0
S002052,2025-09-22,Dania Beach,P0250,2,26.07,0.0
S005299,2026-01-04,Oakland Park,P0228,1,12.36,0.0
S008388,2026-05-05,Oakland Park,P0258,1,20.03,0.0
S003967,2025-12-05,dania beach,P0029,1,44.82,0.0
S004930,2025-12-26,Lake Worth,P0258,1,20.03,0.0
S001256,8/22/2025,Oakland Park,P0066,1,15.19,0.0
S003183,2025-11-05,Dania Beach,P0229,1,15.22,0.0
S008771,2026-05-19,Dania Beach,P0055,1,18.49,0.0
S003836,2025-12-02,Lake Worth,P0258,1,20.03,0.0
S003261,2025-11-08,Lake Worth,P0188,1,14.19,0.0
S006224,2026-02-21,Oakland Park,P0022,1,7.3,0.0
S006362,2026-02-28,Dania Beach,P0058,1,6.59,2.0
S001196,2025-08-19,Lake Worth,P0067,2,22.05,2.0
S001897,2025-09-15,Oakland Park,P0189,2,8.68,0.0
S000590,2025-07-25,Oakland Park,P0208,1,8.68,
S004184,2025-12-10,Dania Beach,P0187,1,$8.33,0.0
S006120,2026-02-16,Oakland Park,P0279,1,5.18,0.0
S007929,2026-04-21,Oakland Park,P0111,1,9.29,0.0
S009510,2026-06-18,Dania Beach,P0029,2,44.82,0.0
S007133,2026-04-01,Oakland Park,P0290,1,44.36,0.0
S005037,2025-12-28,Dania Beach,P0279,1,5.18,0.0
S004159,2025-12-10,oakland park,P0277,1,12.14,0.0
S007921,2026-04-21,Dania Beach,P0100,1,34.67,0.0
S002561,2025-10-12,Lake Worth,P0088,1,14.79,0.0
S008000,2026-04-23,Oakland Park,P0236,1,32.91,0.0
S002293,2025-10-01,Oakland Park,P0004,1,33.33,0.0
S004128,2025-12-09,Dania Beach,P0098,1,12.85,0.0
S001524,2025-08-31,Dania Beach,P0020,2,24.25,0.0
S004574,2025-12-19,DANIA BEACH,P0047,1,11.39,5.0
S005315,1/5/2026,Dania Beach,P0258,1,20.03,0.0
S001029,2025-08-12,Dania Beach,P0141,1,18.03,0.0
S008003,2026-04-23,Dania Beach,P0258,1,$20.03,0.0
S002340,2025-10-03,Lake Worth,P0271,1,13.23,0.0
S008741,2026-05-18,Lake Worth,P0146,1,36.76,0.0
S006694,2026-03-15,Dania Beach,P0258,1,20.03,0.0
S001868,2025-09-14,Oakland Park,P0224,1,28.47,0.0
S002214,2025-09-28,Dania Beach,P0142,1,14.84,0.0
S008696,2026-05-16,Oakland Park,P0196,1,23.33,0.0
S007594,2026-04-12,Oakland Park,P0115,1,35.88,0.0
S000462,2025-07-19,Oakland Park,P0022,1,7.3,0.0
S006768,2026-03-18,Lake Worth,P0115,1,35.88,0.0
S008864,2026-05-23,Oakland Park,P0167,3,11.11,0.0
S003438,2025-11-16,Oakland Park,P0211,1,28.43,0.0
S001939,2025-09-17,Dania Beach,P0054,2,38.06,0.0
S008650,2026-05-15,Dania Beach,P0294,2,30.88,0.0
S004194,2025-12-10,Oakland Park,P0286,1,17.06,0.0
S002169,2025-09-27,Lake Worth,P0110,1,16.9,0.0
S004308,2025-12-13,Oakland Park,P0230,1,15.88,0.0
S002187,2025-09-28,Oakland Park,P0031,1,$23.06,5.0
S006029,2026-02-11,Lake Worth,P0031,1,23.06,2.0
S004073,2025-12-07,Dania Beach,P0087,1,10.56,0.0
S001976,2025-09-19,Oakland Park,P0029,1,44.82,5.0
S008713,2026-05-17,Lake Worth,P0229,1,15.22,5.0
S009684,2026-06-24,Lake Worth,P0293,1,17.47,0.0
S001598,2025-09-03,Oakland Park,P0067,1,22.05,0.0
S004392,2025-12-14,Dania Beach,P0028,1,22.61,0.0
S005789,2026-01-31,Lake Worth,P0137,1,34.89,0.0
S001016,2025-08-11,Oakland Park,P0022,1,7.3,0.0
S003352,2025-11-12,Dania Beach,P0227,1,22.7,0.0
S000983,2025-08-10,Oakland Park,P0258,1,20.03,0.0
S006865,2026-03-21,Oakland Park,P0160,1,15.14,0.0
S006462,2026-03-05,Dania Beach,P0045,1,31.47,0.0
S006890,3/22/2026,Dania Beach,P0258,2,20.03,0.0
S003357,2025-11-12,Lake Worth,P0151,1,22.36,0.0
S000896,2025-08-06,DANIA BEACH,P0127,1,26.3,0.0
S002629,2025-10-14,lake worth,P0109,1,19.26,0.0
S004229,2025-12-11,Oakland Park,P0094,1,15.94,2.0
S001837,2025-09-13,Oakland Park,P0138,1,18.5,0.0
S003055,2025-10-31,Oakland Park,P0044,1,16.95,0.0
S001686,2025-09-07,Dania Beach,P0149,1,20.51,0.0
S001690,2025-09-07,Dania Beach,P0138,1,18.5,0.0
S007654,2026-04-14,Dania Beach,P0102,1,16.27,0.0
S003021,2025-10-30,Oakland Park,P0045,1,31.47,0.0
S009193,2026-06-06,Lake Worth,P0188,1,14.19,0.0
S009488,2026-06-17,Oakland Park,P0069,2,21.4,0.0
S004727,2025-12-22,Dania Beach,P0084,1,8.22,0.0
S004266,2025-12-12,Dania Beach,P0028,1,22.61,
S008220,2026-04-28,Dania Beach,P0250,1,26.07,0.0
S004351,2025-12-14,Dania Beach,P0282,1,14.8,0.0
S003464,2025-11-16,Oakland Park,P0037,1,16.2,0.0
S000271,2025-07-11,Oakland Park,P0042,1,16.07,0.0
S002843,2025-10-23,Oakland Park,P0272,1,18.29,0.0
S002647,2025-10-15,Lake Worth,P0264,2,39.66,0.0
S002408,2025-10-05,Lake Worth,P0298,1,10.79,0.0
S007115,2026-04-01,Dania Beach,P0298,1,10.79,0.0
S005688,2026-01-24,OAKLAND PARK,P0229,1,15.22,0.0
S002704,2025-10-18,Oakland Park,P0280,1,15.83,0.0
S001528,2025-08-31,Lake Worth,P0193,1,15.19,0.0
S008597,5/13/2026,Dania Beach,P0058,1,6.59,0.0
S009334,2026-06-11,Dania Beach,P0124,1,14.5,
S007615,2026-04-13,Oakland Park,P0017,2,13.63,0.0
S006934,2026-03-24,Oakland Park,P0071,3,14.0,0.0
S003934,2025-12-04,Lake Worth,P0069,1,21.4,0.0
S008366,2026-05-04,Oakland Park,P0244,1,$7.54,0.0
S007690,2026-04-15,Dania Beach,P0100,1,34.67,0.0
S005636,2026-01-22,Oakland Park,P0258,1,20.03,0.0
S000660,2025-07-28,Dania Beach,P0257,1,21.09,0.0
S004679,2025-12-21,Dania Beach,P0060,1,16.29,0.0
